,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
16051,120,4,26,2.3,1,275
16053,35,7,2,0.31,2,18
16054,24,90,1,0.09,13,236
16055,55,1,8,0.74,1,0
16058,85,2,15,1.29,1,67
16061,20,1,3,0.26,1,0
16062,30,2,50,4.32,1,5
16063,70,3,1,0.09,2,0
16064,39,6,23,2.0,1,5
16066,14,2,11,1.02,14,319
16067,14,2,16,1.69,14,328
16068,45,5,2,0.37,1,0
16070,40,2,2,0.46,14,301
16071,40,5,1,0.25,1,0
16072,48,5,2,0.21,1,0
16073,33,1,4,0.36,1,5
16074,50,3,1,0.09,1,0
16076,25,5,2,0.39,1,0
16078,22,6,2,0.29,1,0
16080,30,2,11,1.05,1,0
16081,65,3,7,0.61,1,79
16083,22,2,1,0.1,2,0
16085,30,10,3,0.4,1,0
16086,99,3,3,0.29,1,182
16087,39,5,1,0.1,1,0
16089,65,2,6,1.58,1,94
16091,50,1,7,1.2,1,5
16092,50,1,42,4.08,1,165
16093,22,2,4,0.37,1,0
16094,65,1,17,1.53,1,0
16095,20,5,1,0.09,1,0
16096,26,4,15,1.32,1,0
16097,45,14,1,0.09,1,0
16098,45,4,7,2.41,1,66
16099,16,5,25,2.4,1,0
16100,26,1,19,1.62,1,2
16103,40,3,1,0.1,1,0
16105,21,1,8,0.77,1,13
16106,240,3,2,0.19,2,0
16107,35,7,1,0.13,1,0
16109,69,2,31,2.83,1,20
16111,38,3,12,1.1,1,56
16112,99,1,43,3.81,9,152
16113,70,2,13,2.02,1,61
16114,22,4,2,0.18,1,29
16115,79,2,42,3.8,1,296
16116,40,2,2,0.17,1,0
16117,65,4,9,0.87,1,26
16118,35,1,53,4.85,1,6
16119,39,4,1,0.09,2,0
16120,49,5,1,0.1,1,0
16121,30,1,15,1.3,1,14
16122,59,1,46,4.06,1,35
16124,25,3,8,1.21,1,35
16125,22,1,1,0.09,1,0
16127,32,7,1,0.09,1,0
16128,48,4,8,0.77,1,1
16130,40,4,1,0.09,1,0
16131,55,4,12,1.17,1,0
16132,52,2,2,0.18,1,0
16133,52,2,1,0.14,1,35
16134,77,3,15,1.33,1,0
16137,28,14,1,0.1,1,0
16138,55,1,4,0.37,1,0
16139,53,1,12,1.05,1,87
16140,25,3,8,0.69,1,0
16141,60,2,1,0.09,1,0
16142,80,4,2,2.0,1,11
16143,60,1,1,0.09,1,0
16144,40,1,1,0.09,1,0
16146,55,1,1,0.1,1,0
16147,35,30,39,3.56,1,100
16149,49,2,7,0.68,1,0
16151,50,3,49,4.51,1,0
16152,90,4,2,0.19,1,0
16153,8,1,10,1.49,1,0
16154,45,4,19,1.81,3,0
16156,26,3,48,4.13,1,9
16157,65,5,4,0.48,1,10
16158,139,6,4,0.4,2,0
16159,40,3,5,0.48,1,46
16160,60,14,1,0.09,1,0
16161,99,14,1,0.19,1,35
16163,69,1,1,0.28,1,35
16164,56,7,1,0.1,1,0
16165,40,5,2,0.44,1,10
16166,99,3,35,3.09,4,170
16167,70,2,41,3.7,2,52
16169,60,2,1,0.09,1,0
16170,35,4,3,0.28,1,0
16172,60,2,5,0.48,1,0
16173,41,5,4,0.36,1,0
16175,89,4,10,1.22,1,301
16176,89,2,3,0.27,1,0
16177,70,7,1,0.09,1,0
16179,46,4,10,0.93,1,0
16180,25,5,1,0.1,1,0
16181,45,2,4,0.38,1,0
16182,25,1,1,0.09,1,0
16184,40,3,1,0.1,1,0
16185,70,2,5,0.5,1,0
16186,15,7,1,0.09,1,0
16187,40,8,1,0.1,1,0
16188,19,2,2,0.18,1,0
16189,30,2,40,3.88,1,49
16190,159,1,36,3.22,4,349
16191,69,5,17,1.63,1,28
16192,60,3,24,2.12,1,0
16193,70,21,10,0.97,1,363
16194,30,3,7,0.74,1,0
16195,60,10,2,0.27,1,0
16196,70,3,1,0.1,1,0
16197,12,1,9,0.9,2,35
16199,40,2,7,0.68,1,0
16200,95,7,11,1.01,1,316
16201,55,2,2,0.17,1,0
16202,72,2,1,1.0,14,355
16203,75,2,3,2.31,14,356
16204,16,2,16,2.68,14,329
16205,17,2,12,1.45,14,330
16206,60,2,3,0.47,14,361
16208,25,2,3,0.31,2,0
16209,18,10,1,0.1,1,0
16210,69,4,18,1.73,1,271
16211,25,4,17,1.5,1,0
16212,30,2,1,0.09,2,0
16213,400,3,2,0.19,2,0
16214,40,3,6,1.29,2,151
16215,20,2,4,0.39,1,0
16216,29,3,11,0.96,1,62
16220,70,3,2,0.19,1,0
16221,70,30,3,0.41,2,99
16222,55,1,2,0.19,1,1
16223,35,2,4,0.37,1,6
16225,30,7,12,1.06,1,125
16227,39,2,15,1.36,1,203
16228,500,2,9,1.11,6,50
16229,50,6,5,0.52,1,0
16230,35,1,6,0.54,1,0
16232,20,1,2,0.18,1,0
16233,26,3,2,0.9,1,4
16234,70,3,9,1.36,1,350
16236,119,2,7,0.77,1,0
16237,35,1,2,0.19,1,0
16239,13,5,1,0.09,1,0
16240,40,3,12,1.05,1,55
16241,59,2,4,0.39,1,0
16243,25,7,3,0.28,1,0
16244,90,1,25,2.21,3,322
16246,40,2,4,0.42,1,0
16247,30,5,4,0.38,1,0
16249,30,3,3,0.28,1,0
16250,30,2,3,0.27,1,0
16251,35,5,7,0.63,1,0
16254,58,2,1,0.1,1,0
16255,80,2,1,0.09,1,0
16257,20,2,20,2.26,1,4
16259,40,1,3,0.27,1,286
16260,20,10,6,0.57,1,0
16261,40,2,4,0.38,1,0
16263,30,7,6,0.58,1,17
16264,49,2,12,1.08,3,0
16265,25,2,4,0.36,1,4
16266,35,2,2,0.18,1,0
16267,55,1,2,0.19,2,0
16268,30,1,50,4.48,1,0
16269,43,1,40,3.56,1,2
16273,33,2,2,0.19,1,0
16275,29,4,5,1.0,1,5
16276,36,3,45,4.31,1,0
16277,80,1,2,0.21,3,11
16278,35,14,2,0.18,1,50
16279,69,7,1,0.1,1,0
16280,59,4,19,1.71,1,0
16281,36,6,2,0.2,1,9
16284,120,2,1,0.1,2,7
16285,59,11,10,0.96,1,12
16286,100,3,10,0.96,1,0
16287,50,3,1,0.1,1,0
16288,30,3,1,0.09,1,0
16289,17,4,2,0.18,1,0
16290,135,4,4,0.47,2,294
16291,42,2,50,4.5,1,39
16292,30,1,7,0.63,1,0
16294,60,2,4,0.55,1,0
16295,40,3,1,0.1,1,0
16296,44,5,1,0.1,1,0
16297,35,2,47,4.35,1,54
16298,17,3,1,0.09,1,0
16299,50,1,1,0.09,1,0
16300,45,2,3,0.27,1,0
16301,35,2,5,0.6,1,4
16303,130,2,8,0.78,1,0
16304,25,10,3,0.29,1,0
16305,60,2,15,3.13,1,67
16306,30,1,31,3.02,1,0
16307,80,2,2,0.19,1,0
16310,30,1,3,0.4,1,0
16313,30,20,1,0.1,1,0
16315,105,3,5,0.6,1,0
16316,30,2,6,0.98,1,0
16317,40,3,1,0.09,1,0
16318,23,2,5,0.5,1,0
16319,40,2,22,2.12,1,74
16321,85,4,50,4.76,2,243
16322,35,2,4,0.36,4,0
16323,45,6,1,0.1,1,0
16324,30,6,1,0.14,1,0
16325,70,2,1,0.1,1,0
16326,49,2,2,0.63,1,0
16327,40,3,1,0.1,1,0
16329,25,2,5,0.49,1,0
16330,50,4,6,0.75,1,0
16332,13,2,1,0.23,1,56
16333,39,4,3,0.28,1,0
16334,69,2,28,3.29,1,166
16335,399,7,3,0.52,16,8
16336,49,3,21,2.06,6,271
16337,125,4,1,0.12,7,251
16339,40,3,3,0.3,1,0
16340,50,6,2,0.29,1,0
16342,25,3,1,0.09,1,0
16343,90,2,8,0.77,2,33
16346,35,2,1,0.11,1,0
16348,18,7,1,0.1,1,0
16349,40,3,4,0.39,2,0
16350,18,3,9,0.82,2,0
16351,65,7,1,0.26,2,148
16353,39,2,12,1.17,1,4
16354,30,2,9,0.84,1,4
16355,65,2,16,1.65,1,0
16356,95,2,24,2.38,1,167
16359,180,4,2,0.19,1,0
16360,50,6,1,0.1,1,0
16361,41,3,3,0.3,1,0
16362,45,7,1,0.09,1,0
16363,47,7,1,0.1,1,22
16364,70,2,2,0.19,2,0
16365,40,4,33,3.04,2,113
16367,50,3,2,0.18,1,0
16371,50,3,4,2.03,1,3
16372,100,5,5,0.48,1,0
16373,20,5,1,0.1,1,0
16374,30,2,1,0.09,1,304
16377,26,3,16,1.49,1,335
16378,50,2,4,0.39,1,0
16379,28,1,2,0.19,1,0
16380,44,30,25,2.31,6,354
16381,78,1,2,0.35,3,0
16382,90,4,1,0.1,1,0
16384,74,30,1,1.0,1,109
16386,60,3,3,0.29,1,0
16387,21,2,2,0.18,1,0
16388,100,5,4,0.82,1,261
16391,85,3,1,0.1,1,0
16392,28,2,1,0.1,1,0
16393,65,3,21,1.88,2,13
16395,15,6,2,0.19,1,0
16396,25,7,1,0.09,1,0
16397,31,2,55,5.0,1,30
16398,85,7,1,0.12,3,282
16399,40,5,2,0.19,1,0
16401,30,4,4,0.49,4,0
16403,45,2,27,2.45,1,4
16404,25,3,1,0.1,1,0
16405,29,2,7,0.68,1,59
16407,20,1,6,0.54,1,0
16408,69,2,22,2.12,1,0
16411,25,2,9,0.97,1,0
16412,100,1,50,4.76,1,348
16413,109,2,2,0.25,1,0
16414,18,7,8,0.77,1,310
16415,100,3,7,0.68,1,0
16416,33,2,27,2.63,2,21
16417,35,2,29,3.6,1,73
16420,55,2,2,0.19,1,0
16421,20,6,1,0.09,1,0
16422,20,3,16,1.59,1,0
16423,89,1,1,0.09,1,0
16425,45,1,15,1.45,1,0
16426,25,2,16,1.56,2,26
16427,26,7,1,0.1,1,0
16429,75,3,2,0.2,1,6
16430,33,2,21,2.01,12,353
16431,33,3,7,0.75,1,9
16432,45,2,9,0.88,3,62
16433,70,4,17,1.64,1,27
16434,35,2,13,1.28,1,0
16435,70,3,7,0.67,1,5
16436,40,3,20,2.43,2,9
16437,25,5,1,0.09,2,0
16439,28,2,3,0.33,1,0
16440,59,2,1,0.1,1,0
16443,60,3,4,0.38,1,0
16444,15,2,2,0.19,1,0
16445,45,4,3,0.29,3,28
16446,39,5,4,0.41,1,0
16447,30,5,9,0.87,1,125
16448,37,2,37,3.46,1,35
16449,48,1,2,0.19,2,140
16450,89,4,4,0.95,1,12
16451,80,1,1,0.09,2,0
16452,12,1,1,0.09,1,0
16453,32,4,3,0.29,1,35
16454,85,2,9,1.58,1,73
16455,120,3,4,1.26,1,283
16456,85,2,15,1.45,1,1
16457,20,3,6,0.61,1,0
16458,69,3,16,1.55,1,202
16459,60,2,4,0.39,1,138
16462,28,2,6,0.62,1,0
16463,65,5,9,0.96,1,305
16464,40,1,2,0.19,1,129
16465,60,9,2,0.36,1,0
16466,39,3,1,0.1,1,0
16467,60,6,4,0.65,1,11
16470,120,4,9,1.2,4,165
16471,148,2,3,0.28,1,0
16472,75,3,4,0.49,1,0
16473,20,1,2,0.18,1,0
16474,80,4,1,0.09,1,0
16475,58,5,7,0.67,1,10
16477,60,2,7,0.65,2,359
16479,32,3,8,0.75,1,0
16480,40,3,4,0.39,1,84
16481,70,1,16,1.95,3,171
16482,120,1,4,0.98,2,179
16484,60,7,11,1.3,2,348
16485,40,6,1,0.14,2,0
16486,59,2,17,1.64,1,310
16487,60,30,1,0.24,5,317
16488,21,6,3,0.3,1,0
16489,39,7,5,0.49,1,0
16492,170,2,3,0.41,1,0
16493,65,5,4,0.53,1,60
16494,100,4,3,0.96,1,0
16497,50,3,41,4.17,1,11
16498,20,1,10,0.92,1,12
16499,35,6,1,0.1,1,0
16500,45,2,1,0.1,1,0
16501,47,5,3,0.29,1,0
16502,90,3,10,0.96,1,27
16503,45,2,4,0.49,1,0
16504,99,2,4,0.68,1,365
16505,80,2,2,0.57,1,0
16506,28,2,6,0.74,1,0
16507,111,1,49,4.54,11,340
16508,85,7,7,0.68,1,327
16509,300,1,47,4.35,11,343
16510,38,2,2,0.19,2,0
16511,30,10,3,0.29,2,0
16512,25,1,1,0.09,1,0
16513,50,2,5,0.49,1,0
16514,50,2,7,0.72,1,16
16515,16,2,3,0.42,1,6
16516,30,5,4,0.4,1,9
16519,45,2,4,0.46,1,0
16520,20,3,1,0.1,1,35
16522,40,2,2,0.2,1,0
16523,29,2,5,0.91,1,0
16524,70,3,1,0.1,1,0
16525,85,3,1,0.1,2,0
16526,69,1,45,4.35,30,148
16527,50,4,10,1.25,1,63
16528,85,3,1,0.1,1,0
16530,69,1,8,2.76,1,3
16531,300,3,8,0.85,2,0
16532,35,3,1,0.09,1,0
16533,40,3,40,4.62,1,85
16534,100,2,4,0.44,1,0
16536,30,21,1,0.18,19,342
16537,49,2,6,0.63,2,178
16538,35,1,7,0.75,1,0
16541,30,2,3,0.29,1,0
16542,39,3,11,1.04,1,0
16543,60,3,3,0.29,1,0
16546,45,4,1,0.09,1,0
16547,120,2,9,1.04,3,160
16548,53,3,2,0.4,1,0
16549,11,1,26,2.41,2,35
16550,120,2,8,0.78,3,164
16552,35,2,21,2.16,1,0
16553,35,2,4,0.47,1,0
16555,55,3,1,0.1,1,0
16556,29,2,2,2.0,1,0
16558,25,7,2,0.19,1,0
16559,20,2,2,0.19,1,0
16560,90,1,10,0.91,2,165
16561,40,1,8,1.09,2,0
16563,350,1,3,0.28,1,360
16564,45,7,1,0.1,6,60
16565,35,12,1,0.35,1,0
16567,80,4,1,0.1,1,0
16568,65,1,15,1.39,1,14
16570,40,2,5,0.49,1,11
16571,90,7,1,0.28,1,0
16572,35,2,1,0.1,2,0
16574,45,1,1,0.1,1,0
16575,45,10,1,0.1,1,0
16577,35,90,3,0.5,1,0
16578,30,10,8,0.75,1,0
16581,70,3,1,0.11,1,0
16583,130,2,37,3.58,1,72
16584,33,2,6,0.61,1,0
16586,25,2,7,0.68,1,0
16589,15,1,1,0.09,1,0
16590,22,1,7,0.64,6,339
16591,44,1,12,3.56,1,4
16592,60,2,1,0.09,1,0
16593,45,3,7,0.68,1,8
16595,32,4,1,0.1,2,0
16597,35,14,1,0.12,1,0
16598,45,3,8,0.85,1,0
16600,25,2,1,0.11,1,0
16601,70,15,5,0.48,1,339
16602,54,1,2,0.19,1,88
16603,65,1,14,1.47,1,362
16606,30,1,4,0.38,1,0
16608,40,2,8,0.83,2,323
16609,40,3,12,1.74,1,0
16610,60,3,2,0.36,1,0
16615,100,5,2,0.2,1,0
16618,20,2,5,0.48,1,2
16619,46,4,5,0.46,1,0
16620,55,2,14,1.3,1,9
16621,65,3,1,0.1,1,0
16623,22,5,3,0.3,2,0
16624,90,1,7,0.74,1,279
16625,25,15,3,0.56,1,0
16626,150,2,1,0.1,1,0
16627,63,3,12,1.23,2,44
16629,70,2,22,3.53,1,121
16630,25,3,26,2.5,4,0
16631,70,1,5,0.8,1,86
16632,60,2,5,0.48,1,29
16634,35,3,1,0.1,1,0
16636,20,5,5,0.48,1,0
16640,85,4,1,0.09,1,42
16641,52,1,1,0.42,1,159
16642,250,2,1,0.11,1,58
16643,34,2,20,1.93,1,27
16644,35,6,1,0.29,1,89
16645,35,2,5,0.48,1,0
16648,30,1,8,0.74,1,0
16649,45,2,13,1.43,1,37
16651,30,1,10,0.97,1,8
16652,50,3,4,1.1,1,0
16653,24,2,26,3.86,1,55
16654,80,3,15,1.58,2,90
16655,80,3,5,0.52,1,6
16657,36,2,6,0.82,1,1
16658,59,2,1,0.28,1,0
16659,30,4,1,0.1,1,0
16660,55,4,5,0.46,1,220
16661,29,20,46,4.44,1,4
16662,50,1,2,0.19,1,83
16663,50,3,9,0.87,1,41
16664,45,2,3,0.29,1,0
16667,27,2,2,0.19,1,0
16669,40,2,34,3.31,12,333
16672,19,2,2,0.28,1,0
16674,45,2,19,2.04,1,0
16675,50,4,5,0.48,1,0
16677,55,2,2,0.77,1,7
16679,40,4,12,2.05,3,19
16680,70,3,15,1.98,2,332
16681,75,3,4,0.39,2,115
16683,85,2,4,0.39,1,0
16686,30,3,1,0.09,1,0
16687,25,1,6,0.56,1,6
16688,36,3,1,0.1,1,0
16690,40,3,4,0.54,1,125
16691,28,20,1,0.14,1,0
16692,75,4,36,3.4,1,291
16693,29,1,4,0.38,1,0
16694,89,1,40,3.83,1,328
16696,58,1,2,0.19,1,0
16697,22,5,1,0.1,1,0
16698,33,3,3,0.34,1,0
16699,20,3,13,1.38,1,67
16701,40,1,28,3.84,1,1
16702,45,2,38,3.73,1,141
16705,50,2,4,0.7,1,86
16707,90,62,6,0.74,3,333
16708,49,2,11,1.03,1,0
16709,40,4,13,1.25,1,138
16711,38,1,13,1.58,1,5
16712,75,6,42,4.12,1,63
16713,48,2,10,1.05,1,357
16714,169,7,3,0.35,1,17
16715,85,30,2,0.43,1,179
16716,40,5,2,0.66,1,23
16717,30,7,1,0.09,1,0
16718,60,30,2,0.23,1,136
16719,50,3,11,1.11,1,33
16720,28,1,11,2.16,1,69
16721,23,2,1,0.1,1,0
16722,35,1,11,1.09,1,0
16723,125,3,41,4.21,6,293
16725,18,1,7,0.66,1,0
16726,40,2,18,1.73,1,0
16728,55,1,20,2.46,1,347
16729,25,2,1,0.11,2,269
16730,35,1,49,4.68,4,4
16732,44,1,22,2.12,30,331
16733,29,5,6,0.57,1,0
16734,30,1,1,0.1,1,0
16735,149,1,47,4.45,2,346
16736,288,3,33,3.19,1,308
16737,55,3,1,0.1,1,0
16738,101,1,9,1.1,1,364
16739,39,1,1,0.09,1,0
16740,75,3,20,1.97,1,258
16741,29,2,14,1.35,2,0
16743,80,3,11,1.05,1,0
16745,40,3,1,0.1,1,0
16747,84,2,5,0.59,1,0
16748,120,5,9,1.06,3,0
16749,50,7,4,1.58,1,264
16750,60,3,1,0.45,2,0
16751,35,7,1,0.1,1,0
16753,59,2,15,1.72,1,19
16754,35,3,8,0.79,1,0
16755,55,2,9,0.99,1,304
16756,48,1,27,3.0,30,56
16757,40,2,15,1.49,1,262
16758,45,3,40,3.86,1,1
16759,19,5,1,0.1,1,0
16760,29,14,1,0.12,1,0
16761,26,3,6,0.62,2,4
16762,41,2,7,0.77,1,0
16763,49,3,15,1.74,1,78
16765,23,3,14,1.35,2,0
16766,25,3,1,0.1,1,0
16767,55,3,2,0.83,2,66
16768,50,2,37,4.27,9,90
16771,25,1,3,0.29,1,0
16772,95,6,1,0.17,1,0
16774,25,1,12,1.17,1,359
16776,45,5,1,0.1,1,0
16780,60,1,1,0.12,1,0
16782,30,1,3,0.29,1,179
16783,28,1,12,1.16,1,0
16785,50,2,2,0.23,1,35
16787,20,1,4,1.36,1,218
16788,39,3,6,0.6,1,0
16789,65,2,2,0.35,1,47
16790,70,3,19,1.92,2,72
16791,65,90,6,0.62,2,0
16792,170,3,6,0.59,1,17
16793,52,1,6,0.71,1,0
16795,15,3,4,0.4,1,0
16796,40,3,3,0.29,1,0
16798,35,3,1,0.09,1,0
16799,35,4,3,0.29,1,0
16800,49,2,33,3.49,1,3
16801,38,1,20,1.91,1,14
16802,80,3,1,0.1,1,0
16803,69,3,1,0.1,2,0
16804,50,1,31,3.01,1,23
16805,22,2,3,0.29,1,0
16806,80,2,2,0.21,1,67
16807,50,2,1,0.1,2,0
16808,21,5,1,0.14,1,0
16809,45,1,5,0.48,1,0
16812,35,2,1,0.1,1,0
16813,89,60,2,0.31,2,251
16814,60,2,1,0.1,1,0
16815,75,1,23,2.42,9,166
16817,25,5,7,0.93,1,159
16819,240,2,16,1.63,7,31
16821,75,2,9,1.13,17,345
16824,65,2,21,2.53,1,345
16825,25,1,5,0.5,1,0
16828,80,2,14,1.4,1,7
16829,30,2,31,2.99,1,74
16830,115,60,19,2.5,2,237
16831,50,2,2,0.19,1,0
16832,10,30,3,0.72,1,99
16835,37,2,27,3.1,12,351
16836,120,3,2,0.2,1,89
16837,45,4,20,2.17,2,287
16838,22,4,8,0.84,1,8
16839,98,60,5,0.59,2,153
16841,52,3,2,0.27,2,0
16845,90,2,10,1.01,1,10
16846,27,1,22,2.24,1,5
16847,35,1,1,1.0,1,17
16849,49,1,15,3.44,1,24
16850,60,2,2,0.2,1,0
16851,39,2,7,1.08,2,18
16852,75,3,5,0.61,1,255
16853,49,61,1,0.26,1,340
16855,72,2,1,0.13,1,0
16856,180,2,23,2.74,2,265
16857,75,1,34,3.51,30,344
16858,40,1,27,3.02,3,88
16859,21,7,14,1.49,2,256
16860,80,2,32,3.71,1,5
16861,73,2,6,0.65,1,7
16862,50,5,6,0.7,1,5
16863,45,2,5,0.53,1,0
16864,40,6,3,0.32,1,0
16866,30,2,14,1.38,1,15
16867,89,3,33,3.64,1,0
16869,40,7,1,0.11,1,0
16870,32,2,3,0.33,1,0
16871,25,1,23,2.56,1,87
16872,35,30,1,0.23,17,284
16873,20,5,3,0.36,1,0
16874,38,3,1,0.1,1,0
16878,30,2,15,1.54,1,61
16879,20,7,2,0.2,1,0
16883,29,2,27,2.69,1,23
16889,100,2,25,2.85,3,20
16891,110,2,21,2.07,3,138
16892,120,2,9,0.91,3,46
16893,29,1,12,1.44,43,71
16894,40,7,1,0.1,1,0
16895,18,30,2,0.21,1,36
16896,25,8,1,0.1,1,0
16897,49,3,5,0.81,1,53
16898,40,14,1,0.12,1,279
16899,69,2,19,2.23,1,0
16900,40,1,18,1.81,3,87
16901,39,1,38,3.93,3,87
16903,69,1,46,4.52,2,313
16904,26,8,1,0.65,2,64
16908,25,1,37,3.65,1,317
16909,86,2,4,2.79,4,15
16910,150,2,6,0.85,4,13
16911,65,1,17,1.75,1,243
16912,34,1,16,1.62,1,0
16913,30,2,3,1.03,2,10
16914,17,29,4,0.43,1,0
16917,80,2,1,0.11,8,37
16919,35,5,11,1.21,3,0
16920,31,2,5,0.49,1,0
16922,35,2,12,1.26,1,78
16923,49,1,25,4.36,1,316
16925,24,9,2,0.26,1,18
16926,129,1,28,2.82,3,253
16927,95,2,5,0.68,1,0
16928,26,14,4,0.86,2,228
16930,18,7,1,0.11,2,0
16932,149,3,2,0.35,1,19
16933,10,30,7,1.3,2,156
16934,30,2,14,1.44,1,0
16935,65,3,28,3.16,1,35
16936,43,3,5,0.51,1,0
16937,17,2,5,1.47,14,360
16938,25,1,22,2.21,2,0
16939,39,2,38,3.93,1,85
16941,35,5,2,0.22,1,0
16942,17,3,2,0.25,1,0
16943,28,1,12,1.2,1,0
16944,30,3,3,0.91,2,137
16945,40,4,4,0.4,1,0
16946,70,3,25,2.86,1,86
16948,19,7,1,0.1,1,0
16949,149,4,13,1.74,1,170
16950,29,3,2,0.31,1,0
16951,41,2,24,2.38,2,7
16952,95,5,4,1.01,1,303
16954,60,1,17,1.98,4,348
16956,26,3,2,0.26,1,35
16957,17,3,26,3.02,1,270
16958,23,6,2,0.32,2,61
16960,49,2,4,0.44,1,4
16961,40,3,6,0.61,3,30
16962,20,2,23,2.37,1,157
16963,35,1,3,0.31,1,0
16964,39,1,2,2.0,1,74
16965,55,3,7,4.04,1,4
16967,24,2,2,0.2,1,0
16968,25,2,1,0.12,2,0
16969,100,2,5,0.58,1,0
16970,25,5,2,0.21,1,0
16971,30,1,3,0.3,1,0
16973,30,4,12,1.24,1,0
16974,45,2,2,0.2,1,310
16975,25,3,5,0.64,1,0
16976,39,20,3,0.36,19,362
16977,30,25,1,0.35,19,202
16978,30,28,5,0.53,1,0
16979,54,3,14,1.54,1,0
16981,68,2,1,0.12,1,0
16982,120,7,1,0.18,3,32
16983,999,2,7,0.74,1,25
16984,26,2,27,3.1,1,59
16988,15,14,2,0.22,1,0
16989,120,1,11,1.29,1,0
16990,50,4,22,2.73,1,0
16991,80,3,1,0.11,1,0
16992,99,1,34,3.76,10,353
16993,79,2,35,4.82,10,359
16995,500,2,20,4.72,10,330
16996,145,2,16,3.87,10,160
16997,150,2,10,1.71,10,0
16998,20,10,1,0.12,1,15
16999,23,3,11,1.14,1,11
17000,36,30,13,1.3,1,64
17001,18,6,17,1.82,2,0
17003,51,2,16,1.85,1,53
17004,55,1,8,1.56,1,267
17005,45,1,4,0.42,1,0
17007,41,1,2,0.2,1,0
17009,69,3,9,1.06,1,0
17010,119,3,1,0.26,1,0
17011,32,1,31,3.77,1,0
17012,20,2,2,0.21,1,0
17013,350,1,33,3.36,11,337
17014,133,5,2,2.0,16,338
17016,15,1,13,1.37,2,251
17018,69,4,31,3.42,1,54
17019,50,4,9,1.34,1,9
17020,42,2,18,2.08,1,151
17021,45,1,5,1.09,1,8
17022,25,3,7,0.72,1,70
17026,75,2,18,2.19,1,341
17028,20,1,2,0.27,1,0
17029,112,14,1,0.3,2,346
17031,25,2,4,1.36,1,310
17032,88,3,29,3.07,1,35
17033,9,2,6,0.63,1,0
17034,30,4,1,0.11,5,0
17035,45,2,7,0.72,3,0
17036,26,2,6,0.65,1,0
17037,20,1,2,0.22,1,0
17038,50,1,7,0.78,1,353
17042,40,2,5,0.51,1,0
17043,60,2,8,0.82,1,2
17044,45,2,9,1.02,1,3
17046,25,2,47,4.83,1,4
17047,46,2,2,1.87,1,110
17048,125,3,18,2.05,1,0
17049,100,1,42,4.33,3,281
17051,249,1,35,3.79,4,157
17052,50,7,1,0.11,1,364
17053,65,4,23,2.71,1,0
17055,91,3,14,1.55,1,0
17056,35,4,7,0.77,1,0
17058,59,7,3,0.36,2,0
17060,27,6,1,0.13,1,31
17062,129,1,14,1.6,1,155
17063,40,1,2,0.34,1,0
17064,30,1,1,0.1,1,0
17065,50,1,9,1.02,1,297
17066,45,2,1,0.11,1,0
17067,69,1,37,3.81,4,149
17068,23,3,3,0.36,1,0
17069,38,3,13,1.37,2,0
17070,87,1,1,0.12,1,0
17071,220,3,5,0.56,1,295
17072,35,3,17,4.32,1,36
17073,35,3,2,0.31,2,0
17074,45,3,8,0.85,1,0
17075,80,2,14,1.6,1,0
17076,20,7,1,0.11,1,0
17077,35,3,2,0.22,2,44
17078,20,1,1,0.1,1,0
17079,30,2,3,0.33,1,0
17080,85,2,19,2.33,1,212
17081,29,2,19,2.24,1,17
17082,50,2,17,1.88,1,43
17083,35,3,1,1.0,1,220
17084,90,1,5,0.78,1,180
17085,25,1,20,2.03,1,0
17087,70,1,8,0.85,1,0
17088,100,2,22,2.46,2,358
17089,30,2,1,0.11,2,0
17090,250,4,1,0.13,1,64
17091,43,2,1,0.19,1,0
17092,50,20,5,0.56,1,0
17093,35,2,29,3.22,1,138
17094,22,4,7,1.36,1,0
17095,40,1,1,0.1,1,310
17098,75,3,36,4.08,3,52
17099,30,2,6,0.62,1,0
17100,39,30,8,0.87,1,0
17101,240,2,5,0.77,7,18
17102,60,2,10,1.08,1,35
17104,21,3,1,0.1,1,0
17105,27,2,32,3.84,2,43
17106,35,14,1,0.12,1,0
17107,29,3,1,0.1,1,74
17108,30,3,2,2.0,1,56
17109,30,2,14,2.15,1,82
17110,44,5,3,0.32,1,0
17111,40,2,5,0.8,1,65
17112,40,2,25,2.86,12,342
17113,30,2,31,3.29,12,334
17114,50,1,9,1.37,1,19
17115,17,21,1,0.94,1,1
17116,45,10,1,0.14,1,0
17117,21,2,1,0.11,1,0
17118,27,2,3,0.38,1,0
17119,20,1,3,0.31,4,1
17121,35,3,4,0.44,1,0
17122,35,3,27,2.87,1,5
17123,98,2,16,1.64,3,74
17125,149,2,36,3.75,1,44
17126,30,14,1,0.11,1,0
17127,32,6,8,0.89,1,0
17129,80,3,3,0.35,1,0
17130,100,1,5,1.02,1,0
17132,49,2,2,0.23,3,347
17133,35,3,3,0.32,1,0
17134,59,3,2,0.69,3,7
17135,16,1,8,0.91,1,0
17136,35,18,1,0.1,2,5
17137,26,1,5,0.99,1,15
17138,21,3,2,0.22,1,4
17139,45,1,7,0.82,1,69
17140,60,1,6,0.66,2,177
17142,94,2,3,0.31,1,0
17143,85,3,37,4.08,2,312
17144,39,2,10,1.3,2,356
17145,35,2,12,1.41,1,0
17147,90,3,27,2.98,2,261
17148,45,3,2,0.23,1,0
